timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
2 1 2 0.2753909791906427 0.12460902080935732
2 1 16 0.3200653526655454 0.0799346473344546
2 2 3 0.3916581514402088 0.008341848559791198
2 2 17 0.34403819360867577 0.055961806391324254
2 3 4 0.3908709569127689 0.009129043087231115
2 3 18 0.3409963604880041 0.05900363951199594
2 4 19 0.34863463318740134 0.05136536681259868
2 5 20 0.33399617245034774 0.06600382754965228
2 6 7 0.38060473096656594 0.01939526903343408
2 7 8 0.38808551947544156 0.011914480524558457
2 9 10 0.31778673772608834 0.08221326227391168
2 12 13 0.3690553294558547 0.030944670544145347
2 14 15 0.3751123666232485 0.02488763337675154
2 16 17 0.2882866567061744 0.1117133432938256
2 17 18 0.3901345876250115 0.009865412374988503
3 1 2 0.21964231953127933 0.1803576804687207
3 1 16 0.3204793875382673 0.0795206124617327
3 1 17 0.38441650588161774 0.01558349411838228
3 2 3 0.3838768922570996 0.016123107742900433
3 2 17 0.37974506493581767 0.020254935064182356
3 3 4 0.3605346674073902 0.039465332592609814
3 3 18 0.3513480015501572 0.048651998449842804
3 4 19 0.38225319278871844 0.01774680721128158
3 5 20 0.34325364579789475 0.056746354202105276
3 6 7 0.3449522153272704 0.05504778467272964
3 7 8 0.3664813477487401 0.03351865225125994
3 9 10 0.18653594570235416 0.21346405429764587
3 12 13 0.3161854207492267 0.08381457925077335
3 14 15 0.32449797391348856 0.07550202608651146
3 16 17 0.26781842371827086 0.13218157628172916
3 17 18 0.3865599966248235 0.013440003375176535
3 19 20 0.3942705490990569 0.005729450900943123
4 1 2 0.27414517242607894 0.12585482757392108
4 2 3 0.39720413054567993 0.002795869454320088
4 3 4 0.3297462662699872 0.07025373373001281
4 6 7 0.3309460898088245 0.06905391019117552
4 7 8 0.34810015678682804 0.05189984321317198
4 9 10 0.1975578423380586 0.20244215766194143
4 12 13 0.28564444563481317 0.11435555436518685
4 14 15 0.29042179638742377 0.10957820361257625
4 16 17 0.3754049064159904 0.02459509358400963
4 19 20 0.3839286247740519 0.016071375225948148
5 1 2 0.35763317295135466 0.04236682704864536
5 3 4 0.32658046633358784 0.07341953366641218
5 6 7 0.35064513126880353 0.04935486873119649
5 7 8 0.3389455793847483 0.06105442061525174
5 12 13 0.2871829825306108 0.11281701746938921
5 14 15 0.29308742389592074 0.10691257610407928
5 19 20 0.3774862054965389 0.022513794503461138
6 3 4 0.3474775443870142 0.0525224556129858
6 6 7 0.3895248066043828 0.0104751933956172
6 7 8 0.34778996356493397 0.052210036435066054
6 9 11 0.38858938213973493 0.011410617860265093
6 12 13 0.3116688818789889 0.08833111812101113
6 14 15 0.32098557644661874 0.07901442355338129
6 19 20 0.37810569427117763 0.021894305728822394
7 3 4 0.372657855945629 0.02734214405437102
7 7 8 0.36827091961182723 0.03172908038817279
7 9 11 0.34688449127308857 0.05311550872691145
7 12 13 0.3361063986501325 0.06389360134986755
7 14 15 0.32883540690235014 0.07116459309764989
7 19 20 0.38717862429589933 0.01282137570410069
8 3 4 0.39128186482030197 0.00871813517969805
8 7 8 0.3833024621255001 0.0166975378744999
8 9 11 0.3818477974267541 0.0181522025732459
8 12 13 0.33016827591805065 0.06983172408194938
8 14 15 0.32894888035755054 0.07105111964244948
9 6 20 0.398212854855529 0.0017871451444710362
9 7 8 0.38331318470777137 0.01668681529222865
9 8 10 0.38397609098360214 0.016023909016397886
9 9 12 0.33847478479162857 0.06152521520837145
9 12 13 0.3136830240589583 0.08631697594104171
9 14 15 0.3875565834758379 0.012443416524162143
10 6 20 0.3893506356755935 0.010649364324406496
10 7 8 0.37198126534961273 0.02801873465038729
10 8 10 0.3636572853088957 0.03634271469110434
10 9 12 0.3341692006824671 0.06583079931753294
10 9 13 0.30724117108186133 0.09275882891813869
10 12 13 0.3984389390426283 0.0015610609573717404
11 1 17 0.3910762799288951 0.008923720071104924
11 6 20 0.391454239509909 0.008545760490091037
11 7 8 0.35948824376556404 0.04051175623443598
11 8 10 0.34800147295312006 0.05199852704687996
